usecase,description,default_syntax,category_rule,subcategory_rule,correlation_rule
Gestion y/o Acceso  a Plataformas,Provides reporting functionality that indicates a user successfully logged in for the first time. This reporting rule can be disabled temporarily for a period of time to for baselining purposes.,"Apply UBA : New Account Use Detected on events which are detected by the Local system
and when an event matches any of the following BB:UBA : User First Time Access (logic)",,User Behavior Analytics,UBA : New Account Use Detected
Gestion y/o Acceso  a Plataformas,"This rule indicates when a process is created and the process name matches one of the binary names listed in the reference set ""UBA : Network Capture, Monitoring and Analysis Program Filenames"". This reference set is a list of binary names of network packet capturing software. The reference set has been pre-populated with names of some common network protocol analysis software filenames.

Background:
  Packet capturing programs can allow a user to capture and examine traffic on a network. If these programs don't have adequate internal access controls, users may use them to learn information they might otherwise not have access to.

  In addition, these programs sometimes carry a risk of exploitation.

   IBM Trusted References :
       https://exchange.xforce.ibmcloud.com/search/tcpdump
       https://exchange.xforce.ibmcloud.com/search/netmon
       https://exchange.xforce.ibmcloud.com/search/wireshark

   Third Party References :
       http://sectools.org/tag/sniffers/?sort=release

Remedy :
   Examine the addresses and users involved. Ensure those systems are authorized to engage in packet capturing for administrative purposes.

   Refer to packet capture program's vendor documentation for patch, upgrade or suggested workaround information to mitigate any known vulnerabilities.

Detection notes and modification:
   The scope of this rule can be modified by adding or removing binary names for packet capturing tools to ""UBA : Network Capture, Monitoring and Analysis Program Filenames""

   The reference set has been pre-populated with the following values:

       'wireshark.exe'
       'dumpcap.exe'
       'tshark.exe'
       'netmon.exe'
       'messageanalyzer.exe'
       'windump.exe'
       'nmap.exe'

   Example: To add detection for WinDump.exe, add the value 'windump.exe'  to the reference set 'UBA : Network Capture, Monitoring and Analysis Program Filenames' [Note - Do not include the quotes. For full details please see Qradar SIEM administration documentation topics 'Reference sets management' -and- 'Adding an element to a reference set' topics. ]

   The reference set ""UBA : Network Capture, Monitoring and Analysis Program Filenames"" is not case sensitive. 'netmon.exe' is equivalent to 'NetMon.exe'.

   The rule will not trigger if the Username is unavailable or any of the other ""BB:UBA : Common Event Filters"" tests are true.","Apply UBA : Network Traffic : Capture, Monitoring and Analysis Program Usage on events which are detected by the Local system
and when an event matches all of the following BB:UBA : Common Event Filters
and when all of ObjectName_Filename (custom) are contained in any of UBA : Network Capture, Monitoring and Analysis Program Filenames - AlphaNumeric (Ignore Case)",,User Behavior Analytics,"UBA : Network Traffic : Capture, Monitoring and Analysis Program Usage"
Gestion y/o Acceso  a Plataformas,Detects netcat process on a Windows system.,"Apply UBA : Netcat Process Detection (Windows) on events which are detected by the Local system
and when the event(s) were detected by one or more of Microsoft Windows Security Event Log
and when the event QID is one of the following (5000862) Success Audit: A new process has been created
and when an event matches any of the following BB:UBA : Common Event Filters
and when the event matches ProcessName (custom) is any of nc.exe",,User Behavior Analytics,UBA : Netcat Process Detection (Windows)
Gestion y/o Acceso  a Plataformas,Detects netcat process on a Linux system.,"Apply UBA : Netcat Process Detection (Linux) on events which are detected by the Local system
and when an event matches any of the following BB:UBA : Common Log Source Filters
and when the event(s) were detected by one or more of Linux OS
and when the event QID is one of the following (4750189) Syscall event
and when the event matches ProcessName (custom) is any of ncat",Malware,User Behavior Analytics,UBA : Netcat Process Detection (Linux)
Gestion y/o Acceso  a Plataformas,"Detects when there are multiple account logins from the same source IP address.
Note: Before enabling this rule, make sure the rule ""UBA : Populate Multiple VPN Accounts Logged In from Single IP"" is enabled and the ""UBA : Multiple VPN Accounts Logged In from Single IP"" reference set has data.","Apply UBA : Multiple VPN Accounts Logged In from Single IP on events which are detected by the Local system
and when an event matches any of the following BB:UBA : VPN Login Successful
and when any of Source IP are contained in any of UBA : Multiple VPN Accounts Logged In from Single IP - IP",Malware,User Behavior Analytics,UBA : Multiple VPN Accounts Logged In from Single IP
Gestion y/o Acceso  a Plataformas,"Detects any VPN account login failures from the ""UBA : Multiple VPN Accounts Failed Login from Single IP"" reference set.","Apply UBA : Multiple VPN Accounts Failed Login from Single IP on events which are detected by the Local system
and when an event matches any of the following BB:UBA : VPN Login Failed
and when any of Source IP are contained in any of UBA : Multiple VPN Accounts Failed Login from Single IP - IP",Malware,User Behavior Analytics,UBA : Multiple VPN Accounts Failed Login from Single IP
Gestion y/o Acceso  a Plataformas,"Detects 5 or more Kerberos authentication ticket failures from the same user within 24 hours.

Note: The username for Kerberos is Account Name there is no username in the payload, so use custom property “AccountName (custom)” to match. Before using this rule, make sure you have enabled ""Search assets for username, when username is not available on event or flow data"" in the UBA Settings page. Or install Log Source Extension to parse AccountName as Username.","Apply UBA : Multiple Kerberos Authentication Failures from Same User on events which are detected by the Local system
and when an event matches all of the following BB:UBA : Common Log Source Filters, BB:UBA : Kerberos Authentication Failures
and when BB:UBA : Kerberos Authentication Failures match at least 5 times with the same AccountName (custom) in 24 hour(s)",Cumplimiento,User Behavior Analytics,UBA : Multiple Kerberos Authentication Failures from Same User
Gestion y/o Acceso  a Plataformas,Detects exfiltration by checking for file transfer attempts which were initially blocked (default set to 5 attempts) but were followed by a successful transfer within a span of 5 minutes. The administrators need to configure the value based on the need of the organization.,"Apply UBA : Multiple Blocked File Transfers Followed by a File Transfer on events which are detected by the Local system
and when an event matches any of the following BB:UBA : Common Event Filters
and when a subset of at least 5 of these BB:UBA : Blocked File Transfer, in any order, with the same source IP followed by a subset of at least 1 of these BB:UBA : Successful File Transfer in any order from the same source IP from the previous sequence, within 5 minutes",Malware,User Behavior Analytics,UBA : Multiple Blocked File Transfers Followed by a File Transfer
Gestion y/o Acceso  a Plataformas,Detects processes that modify multiple registry values in bulk within a shorter interval.,"Apply UBA : Malware Activity - Registry Modified In Bulk on events which are detected by the Local system
and when the event(s) were detected by one or more of Microsoft Windows Security Event Log
and when the event QID is one of the following (5000488) Failure Audit: A registry value was modified, (5000844) Success Audit: A registry value was modified
and when an event matches all of the following BB:UBA : Common Event Filters
and when at least 50 events are seen with the same Username, ProcessName (custom) and different RegistryObject (custom), RegistryObjectName (custom) in 1 minutes",Malware,User Behavior Analytics,UBA : Malware Activity - Registry Modified In Bulk
Gestion y/o Acceso  a Plataformas,Detect processes indicating malicious behavior on Windows hosts.,"Apply UBA : Malicious Process Detected on events which are detected by the Local system
and when the event(s) were detected by one or more of Microsoft Windows Security Event Log
and when an event matches all of the following BB:UBA : Common Event Filters
and when an event matches any of the following rules",,User Behavior Analytics,UBA : Malicious Process Detected
Gestion y/o Acceso  a Plataformas,"Detects large outbound transfer by high risk user. Before enabling this rule, make sure the reference set ""UBA : High Risk User"" has data.","Apply UBA : Large Outbound Transfer by High Risk User on events which are detected by the Local system
and when an event matches all of the following BB:UBA : Common Event Filters
and when any of Username are contained in any of UBA : High Risk Users - AlphaNumeric (Ignore Case)
and when the event matches BytesSent (custom) is greater than or equal to 200,000",,User Behavior Analytics,UBA : Large Outbound Transfer by High Risk User
Gestion y/o Acceso  a Plataformas,"Maps Kerberos ""User Account"" and ""IP"" address when a Kerberos authentication ticket (TGT) was granted at the first time.","Apply UBA : Kerberos Account Mapping on events which are detected by the Local system
and when an event matches any of the following BB:UBA : Common Event Filters
and NOT when the source IP is one of the following 127.0.0.1
and NOT when any of AccountName (custom) are contained in any of UBA : Kerberos Account Name - AlphaNumeric (Ignore Case)
and when the event QID is one of the following (5000937) Success Audit: A Kerberos authentication ticket (TGT) was granted",,User Behavior Analytics,UBA : Kerberos Account Mapping
Gestion y/o Acceso  a Plataformas,Detects modifications of internet settings on the system.,"Apply UBA : Internet Settings Modified on events which are detected by the Local system
and when the event(s) were detected by one or more of Microsoft Windows Security Event Log
and when the event QID is one of the following (5000844) Success Audit: A registry value was modified
and when an event matches all of the following BB:UBA : Common Event Filters
and when the event matches RegistryObject (custom) contains any of \Software\Microsoft\Windows\CurrentVersion\Internet Settings
and when the event matches RegistryObject (custom) does not contain any of \Software\Microsoft\Windows\CurrentVersion\Internet Settings\Wpad",,User Behavior Analytics,UBA : Internet Settings Modified
Gestion y/o Acceso  a Plataformas,Detects activity using a Honeytoken account.,"Apply UBA : Honeytoken Activity on events which are detected by the Local system
and when the event(s) were detected by one or more of UBA : Systems with Honeytoken Accounts
and when an event matches any of the following BB:UBA : Common Event Filters
and when any of Username are contained in any of UBA : Honeytoken Accounts - AlphaNumeric (Ignore Case)",,User Behavior Analytics,UBA : Honeytoken Activity
Gestion y/o Acceso  a Plataformas,Detects when a user involved in incidents (offenses) access to critical asset.,"Apply UBA : High Risk User Access to Critical Asset on events which are detected by the Local system
and when an event matches any of the following BB:UBA : Common Event Filters
and when any of Username are contained in any of UBA : High Risk Users - AlphaNumeric (Ignore Case)
and when an event matches any of the following BB:CategoryDefinition: Authentication Success
and when any of Destination IP are contained in any of Critical Assets - IP",,User Behavior Analytics,UBA : High Risk User Access to Critical Asset
Gestion y/o Acceso  a Plataformas,"Detects when a non-executive user logs on to an asset that is for executive use only.
Two empty reference sets will be imported with this rule : ""UBA : Executive Users"" and ""UBA : Executive Assets"". Edit the reference sets to add or remove any accounts and IP addresses that are flagged from your environment. Enable this rule after configuring the reference sets.","Apply UBA : Executive Only Asset Accessed by Non-Executive User on events which are detected by the Local system
and when an event matches any of the following BB:CategoryDefinition: Authentication Success, BB:CategoryDefinition: Firewall or ACL Accept
and when an event matches all of the following BB:UBA : Common Event Filters
and NOT when any of Username are contained in any of UBA : Executive Users - AlphaNumeric (Ignore Case)
and when any of Destination IP are contained in any of UBA : Executive Assets - IP",Ataque Avanzado / Persistente,User Behavior Analytics,UBA : Executive Only Asset Accessed by Non-Executive User
Gestion y/o Acceso  a Plataformas,Detects when recovery is attempted for a DPAPI Master Key.,"Apply UBA : DPAPI Backup Master Key Recovery Attempted on events which are detected by the Local system
and when the event(s) were detected by one or more of Microsoft Windows Security Event Log
and when an event matches any of the following BB:UBA : Common Event Filters
and when the event matches EventID (custom) is any of 4693",,User Behavior Analytics,UBA : DPAPI Backup Master Key Recovery Attempted
Gestion y/o Acceso  a Plataformas,Detects the successful log in from an account that has been determined to be dormant. Once detected the user is removed from the UBA : Dormant Accounts reference set.,"Apply UBA : Dormant Account Used on events which are detected by the Local system
and when an event matches any of the following BB:UBA : Common Event Filters
and NOT when an event matches any of the following BB:CategoryDefinition: Authentication Failures
and when any of Username are contained in any of UBA : Dormant Accounts - AlphaNumeric (Ignore Case)",,User Behavior Analytics,UBA : Dormant Account Used
Gestion y/o Acceso  a Plataformas,"Please ensure that ""UBA : User Has Gone Dormant (no activity anomaly rule)"" is enabled to activate this rule.

Indicates that a username's activity count has changed by greater than 80%. ""UBA : User Dormant Account Found (privileged)"" and ""UBA : User Has Gone Dormant (no activity anomaly rule)"" are intended to point out when a user has stopped producing activity for an extended period. This condition could indicate that the user no longer requires access as indicated by a long absence of activity associated with their username.

False alarms are possible for if a Username's activity drops to zero during the short interval period (14 days by default) and before zero has become the new baseline (28 days by default). These will not affect a user's risk score if the response frequency limit for  ""UBA : User Dormant Account Found (privileged)"" is set to a period of time equal to or greater than the long interval per Username.",,,User Behavior Analytics,UBA : Dormant Account Found (privileged)
Gestion y/o Acceso  a Plataformas,Detects SSH sessions that are active for more than 10 hours.,"Apply UBA : Detect Persistent SSH session on events which are detected by the Local system
and when an event matches any of the following BB:UBA : Common Event Filters
and when none of BB:UBA : SSH Session Closed match in 10 hour(s) after BB:UBA : SSH Session Opened match with the same Username, Destination IP, Source IP, SSH Process ID (custom)",,User Behavior Analytics,UBA : Detect Persistent SSH session
Gestion y/o Acceso  a Plataformas,"Detects user computers that show Indicators of Compromise (IOCs) for WannaCry by using URLs, IPs, or hashes that are populated from X-Force campaign feeds.","Apply UBA : Detect IOCs for WannaCry on events which are detected by the Local system
and when an event matches any of the following BB:UBA : Common Log Source Filters
and when an event matches any of the following BB:UBA : Detect WannaCry Using Hashes, BB:UBA : Detect WannaCry Using IP, BB:UBA : Detect WannaCry Using URL",Hacktivismo,User Behavior Analytics,UBA : Detect IOCs for WannaCry
Gestion y/o Acceso  a Plataformas,Detects user computers that show Indicators of Compromise (IOCs) for Locky by using URLs or IPs that are populated from X-Force campaign feeds.,"Apply UBA : Detect IOCs For Locky on events which are detected by the Local system
and when an event matches any of the following BB:UBA : Common Log Source Filters
and when an event matches any of the following BB:UBA : Detect Locky Using IP, BB:UBA : Detect Locky Using URL",Ataque Avanzado / Persistente,User Behavior Analytics,UBA : Detect IOCs For Locky
Gestion y/o Acceso  a Plataformas,,"Apply UBA : Create Offense on events which are detected by the Local system
and when the event QID is one of the following (104000010) Sense Offense Inject, (104000078) UBA Offense - User crossed risk threshold",,User Behavior Analytics,UBA : Create Offense
Eventos o Acciones realizadas a nivel Malware,,,Malware,Malware,Trojan Hoplight Detected
Eventos o Acciones realizadas a nivel Malware,Reports spyware and/or a virus on events. Enable this rule if you wish all events categorized as Virus or Spyware to create an offense. ,,Malware,Malware,Treat Spyware and Virus as Offenses
SIN CASO DE USO ASOCIADO,This rule ensures that notification events shall be sent to the notification framework.,"Apply System: Notification on events which are detected by the Local system
and when the event QID is one of the following (38750004) Out of Memory, (38750006) Max sensor devices monitored, (38750007) Unable to Determine Associated Log Source For IP Address, (38750008) Max events reached, (38750009) Time synchronization, (38750033) Backup requires more disk space, (38750035) Backup unable to execute request, (38750038) Disk sentry disk usage exceeded threshold, (38750043) Process monitor app failed to start multiple times, (38750044) Process monitor license expired or invalid, (38750045) Process monitor must lower disk usage, (38750048) TX Sentry: Non system transaction, (38750049) TX Sentry: Restored system, (38750050) Maximum active offense reached, (38750051) Maximum total offenses reached, (38750054) Terminating long running report, (38750055) Out of Memory: Erroneous application restarted, (38750056) TX Sentry: Non system transaction - managed process, (38750057) Protocol Source Configuration Invalid, (38750058) MPC: Process not shutdown cleanly, (38750059) Backup: last backup exceeded execution threshold, (38750060) Event pipeline dropped events, (38750061) Event pipeline dropped connections, (38750062) Log Source License Limit, (38750066) Auto-Update error encountered, (38750067) Auto-Update installed with errors, (38750068) Auto-Update successful download, (38750069) Auto-Update deploy needed, (38750070) Auto-Update successful, (38750071) Device Created Disabled, (38750072) SAR Sentinel: recovered, (38750073) SAR Sentinel: threshold crossed, (38750075) User nonexistent or role undefined, (38750076) Disk Sentry Disk Usage Exceeded Warn Threshold, (38750077) Disk Sentry Disk Usage Back To Normal, (38750080) Standby HA System Failure, (38750081) Active HA System Failure, (38750083) Infrastructure component corrupted, (38750084) Corrupted infrastructure component repaired, (38750085) Data replication experiencing difficulty, (38750086) Failed to install High Availability, (38750087) Failed to uninstall High Availability, (38750088) Event(s) were routed directly to storage., (38750089) Scanner Initialization Error, (38750090) Scan Failure Error, (38750091) Filter Initialization Failed, (38750092) Disk storage unavailable, (38750093) Disk storage available, (38750096) Insufficient disk space for data export, (38750097) Custom property disabled, (38750098) Device backup failure, (38750099) Accumulator Falling Behind, (38750100) Risk Manager License Expired, (38750101) Event/Flow data not indexed, (38750102) Response Action: Threshold reached, (38750103) DRBDSentinel: Disk replication is falling behind, (38750106) Asset Changes Aborted, (38750107) CRE: Failed to read rules, (38750108) Accumulator: Cannot Read Global View Definition, (38750109) Store and Forward Schedule did not Forward all Events, (38750110) Disk Failure: Hardware Monitoring has determined that a disk is in failed state, (38750111) Predictive Disk Failure: Hardware Monitoring has determined that a disk is in predictive failed state, (38750113) Asset Persistence Queue Disk Full, (38750115) Asset Update Res. Queue Disk Full, (38750117) Asset Change Listener Queue Disk Full, (38750118) Scan tool failure, (38750119) External scan gateway failure, (38750120) Expensive Custom Rules Found in CRE, (38750121) ADE rule has had its accumulation disabled, (38750122) Process takes too long to execute, (38750123) License Expired, (38750124) License Near Expiration, (38750125) License Near Lock, (38750126) External scan unauthorized IP address or range, (38750127) Auto update user authentication failed, (38750128) WinCollect Application Token Invalid, (38750129) Time Synchronization Failed, (38750130) Aggregated Data limit has been reached, (38750131) Cyclic Custom Rule Dependency Chain Detected, (38750132) High Availability temporarily disabled, (38750133) Data Node Rebalancing Finished With Error, (38750134) Data Node Rebalancing Started, (38750135) Data Node Rebalancing Finished, (38750136) New Blacklisted Asset Data Discovered, (38750137) Deviant Asset Activity Detected, (38750138) Expensive Custom Properties Found, (38750139) User Action Required, (38750140) Raid Controller Misconfiguration: Hardware Monitoring has determined that a virtual drive is misconfigured, (38750143) Expensive Device Extensions Found, (38750144) Aggregated Data Statistics, (38750147) Magistrate: Unable to persist offense updates, (38750156) QCheck health monitor detected failures, (38750157) QCheck health monitor back to normal, (38750161) Certificate is Expiring, (38750162) Certificate has Expired, (38750164) Backup unable to find storage directory",Disponibilidad del Sistema,System,System: Notification
Fallas envíos de logs,"This rule triggers when a sensitive virtual machine has been stopped and unavailable for a long period of time.

Tune the rule by changing the down time for a sensitive virtual machine.","Apply Sensitive Virtual Machines Unavailable for a Long Period of Time on events which are detected by the Local system
and when an event matches any of the following BB:DeviceDefinition: Virtualization, BB:DeviceDefinition: Cloud
and when any of Machine ID (custom) are contained in any of Sensitive Virtual Machines - AlphaNumeric (Ignore Case)
and when none of BB:CategoryDefinition: Virtual Machine Restarted, BB:CategoryDefinition: Virtual Machine Started match in 1 hour(s) after BB:CategoryDefinition: Virtual Machine Stopped match with the same Machine ID (custom)",,Virtualization,Sensitive Virtual Machines Unavailable for a Long Period of Time
Seguimiento de actividades de un posible Ataque de día Cero,This rule will notify when an internal host communicates with an IP known to be a botnet command and control server. Indicates that and internal infection is becoming active in a botnet. See https://ibm.biz/rfisi_threat_intel,,,Threats,RFISI: Internal Connection with Botnet Command and Control
Gestion y/o Acceso  a Plataformas,"Detects VNC (a remote desktop access application) from the Internet to a local host.  Many companies consider this a policy issue that should be addressed.  If this is normal activity on your network, disable this rule.",,,Intrusion Detection,Remote: VNC Access from the Internet to a Local Host
Trafico sospechoso desde IP destino peligrosas,Detects flows to or from a Usenet server.  It is uncommon for legitimate business communications to use Usenet or NNTP services.  The hosts involved may be violating corporate policy.,,,Compliance,Remote: Usenet Usage
Trafico sospechoso desde IP destino peligrosas,"Detects an SSH or Telnet server on a non-standard port.  The default port for SSH and Telnet servers is TCP port 22 and 23.  Detecting SSH or Telnet operating on other ports may indicate an exploited host, where the attacker has installed these servers to provide backdoor access to the host.",,,Threats,Remote: SSH or Telnet Detected on Non-Standard Port
Trafico sospechoso desde IP destino peligrosas,"Detects a local host sending a large number of SMTP flows from the same source to the Internet, in one interval.  This may indicate a mass mailing, worm, or spam relay is present.",,,Threats,Remote: SMTP Mail Sender
Gestion y/o Acceso  a Plataformas,"Detects the Microsoft Remote Desktop Protocol from the Internet to a local host.  Most companies consider this a violation of corporate policy.  If this is normal activity on your network, you should disable this rule.",,,Compliance,Remote: Remote Desktop Access from the Internet
Gestion y/o Acceso  a Plataformas,"Detects possible tunneling, which can indicate a bypass of policy, or an infected system.",,,Post-Intrusion Activity,Remote: Possible Tunneling
Trafico sospechoso desde IP destino peligrosas,"Detects local hosts operating as a Peer-to-Peer (P2P) server.  This indicates a violation of local network policy and may indicate illegal activities, such as copyright infringement.",,,Compliance,Remote: Local P2P Server Detected
Trafico sospechoso desde IP destino peligrosas,"Detects local hosts operating as a Peer-to-Peer (P2P) server.  This indicates a violation of local network policy and may indicate illegal activities, such as copyright infringement.",,,Threats,Remote: Local P2P Server connected to more than 100 Clients
Trafico sospechoso desde IP destino peligrosas,"Detects local hosts operating as a Peer-to-Peer (P2P) server.  This indicates a violation of local network policy and may indicate illegal activities, such as copyright infringement.",,,Threats,Remote: Local P2P Client Detected
Trafico sospechoso desde IP destino peligrosas,"Detects local hosts operating as a Peer-to-Peer (P2P) server.  This indicates a violation of local network policy and may indicate illegal activities, such as copyright infringement.",,,Threats,Remote: Local P2P Client Connected to more than 100 Servers
Trafico sospechoso desde IP destino peligrosas,Detects a local host issuing an excessive number of IRC connections to the Internet.,,,Botnet / Compliance,Remote: IRC Connections
Trafico sospechoso desde IP destino peligrosas,Detects an excessive amount of IM/Chat traffic from a single source.,,,Threats,Remote: IM/Chat
Exfiltración de Datos,"Detects a remote FTP server on a non-standard port.  The default port for FTP is TCP port 21.  Detecting FTP on other ports may indicate an exploited host, where the attacker has installed this server to provide backdoor access to the host.",,,Threats,Remote: Hidden FTP Server
Possible DNS connection or Unauthorized DNS server,"Detects a host attempting to connect to a DNS server that is not defined as a local network.  With the exception of your DNS servers or other hosts specifically configured to communicate with remote DNS servers, this is suspicious activity and may be the sign of a bot net connection.  If this is a false positive, add the remote DNS server to the BB HostDefinition: DNS Servers building block in the custom rules.",,,Post-Intrusion Activity,Remote: Client Based DNS Activity to the Internet
Seguimiento de actividades de un posible Ataque de día Cero,Detección de conexión desde o hacia IP del Ransomware SAMSAM,,,Ransomware,Ransomware SAMSAM - IP Detection
Eventos o Acciones realizadas a nivel de Microsoft 365,"This rule triggers when an abnormal number of configuration updates are performed on virtual machines. A typical administration should not imply multiple configuration updates, such as adding more memory or reducing the storage size for one or multiple machines. This indicates suspicious behaviour.

Note: Populate the reference set ""Authorized Users"" with users who are authorized to perform these actions.","Apply Abnormal Number of Modifications Made on Virtual Machines on events which are detected by the Local system
and when an event matches any of the following BB:DeviceDefinition: Cloud, BB:DeviceDefinition: Virtualization
and when an event matches any of the following BB:CategoryDefinition: Configuration Change Events on Virtual Machines, BB:CategoryDefinition: Network Configuration Update on Virtual Machines, BB:CategoryDefinition: System Configuration
and NOT when any of Username are contained in any of Authorized Users - AlphaNumeric
and when at least 10 events are seen with the same Username in 15 minutes",,Virtualization, Abnormal Number of Modifications Made on Virtual Machines
Seguimiento de actividades de un posible Ataque de día Cero,"This rule detects when exploit or attack events are followed by typical responses, which may indicate a sucessful attack.","Apply Attack followed by Attack Response on events which are detected by the Local system
and when a subset of at least 1 of these BB:BehaviorDefinition: Compromise Activities, in order, with the same destination IP followed by a subset of at least 1 of these BB:BehaviorDefinition: Post Compromise Activities in order from the same destination IP from the previous sequence, within 1 hours",Hacktivismo,Intrusion Detection, Attack followed by Attack Response
Gestion y/o Acceso  a Plataformas,Auditing services were changed on a compliance host. Before enabling this rule be sure to define the hosts in the compliance definition building blocks and verify the events for audit service changed for your host are in the BB:CategoryDefinition: Auditing Changed building block.,"
Apply Auditing Services Changed on Compliance Host on events which are detected by the Local system
and when an event matches any of the following BB:ComplianceDefinition: GLBA Servers, BB:ComplianceDefinition: HIPAA Servers, BB:ComplianceDefinition: PCI DSS Servers, BB:ComplianceDefinition: SOX Servers
and when an event matches any of the following BB:CategoryDefinition: Auditing Changed",Hacktivismo,Compliance, Auditing Services Changed on Compliance Host
Fallas envíos de logs,Reports when an event source has not sent an event to the system for over 1 hour. Edit this rule to add devices you want to monitor.,"Apply Device Stopped Sending Events on events which are detected by the Local system
and when the event(s) have not been detected by one or more of these devices for 3600 seconds",Cumplimiento,System, Device Stopped Sending Events
Gestion y/o Acceso  a Plataformas,Detects kerberos account enumeration by detecting high number of usernames being used to make Kerberos requests from same source IP.,"Apply UBA : Kerberos Account Enumeration Detected on events which are detected by the Local system
and when an event matches any of the following BB:UBA : Common Event Filters
and when the event QID is one of the following (5000581) Failure Audit: A Kerberos authentication ticket (TGT) was rejected
and when at least 5 events are seen with the same Source IP, Destination IP and different Username in 1 minutes",,User Behavior Analytics, UBA : Kerberos Account Enumeration Detected
Seguimiento de actividades de un posible Ataque de día Cero,Reports a local host generating reconnaissance or suspicious events across a large number of hosts (greater than 300) in 20 minutes. This may indicate the presence of a worm on the network or a wide spread scan. ,,,Post-Intrusion Activity,Possible Local Worm Detected
Exfiltración de Datos,Detect suspicious activities that involve network shares,"Apply UBA : Network Share Accessed on events which are detected by the Local system
and when the event(s) were detected by one or more of Microsoft Windows Security Event Log
and when an event matches all of the following BB:UBA : Common Event Filters
and when an event matches any of the following rules",,User Behavior Analytics, UBA : Network Share Accessed
Gestion y/o Acceso  a Plataformas,"Populates the reference set ""UBA : Authorized Applications"" with the names of applications that are installed while this rule is enabled.

Note: The rule is disabled by default. Enable for a short duration to populate the names while users are installing applications.","Apply UBA : Populate Authorized Applications on events which are detected by the Local system
and when an event matches all of the following BB:UBA : Common Event Filters
and when an event matches any of the following BB:CategoryDefinition: Application or Service Installed or Modified, BB:UBA : Application or Service Installed",,User Behavior Analytics, UBA : Populate Authorized Applications
Trafico sospechoso desde IP origen peligrosas,,"Apply WAF: Regla Anomalia: Eventos de Drop when time series data is being aggregated by WAFAction (custom)
and when the average value (per interval) of WAF_FirewallMatchesActions (custom) (Unique Count) over the last 1 min is at least 100% different from the average value (per interval) of the same property over the last 5 mins",Ataque Avanzado / Persistente,WAF, WAF: Regla Anomalia: Eventos de Drop when time series data is being aggregated by WAFAction
SIN CASO DE USO ASOCIADO,This rule will create an offense when an event matches a 100% accurate signature for successful compromises.,,,Intrusion Detection,100% Accurate Events
Seguimiento de actividades de un posible Ataque de día Cero,,,,,A Command Shell or Powershell Has been Launched From a Remote System
Exfiltración de Datos,,,,,A Hidden Network Share Has Been Added
Exfiltración de Datos,,,,,A Network Share Has Been Accessed From a Compromised Host
Gestion y/o Acceso  a Plataformas,,,,,A Scheduled Task Has Been Created in a Compromised Host
Eventos o Acciones realizadas a nivel de Microsoft 365,,,,,Abnormal Number of Modifications Made on Cloud Environment
Gestión Maquinas Virtuales,"This rule triggers when a high number of virtual machines is created in a short period of time. This can show a malicious user behaviour.

Note: If authorized users perform this action often, exclude them by adding in a rule condition.
Please see ""Abnormal Number of Modifications Made on Virtual Machines"" for an example.","Apply Abnormal Number of Virtual Machines Created on events which are detected by the Local system
and when an event matches any of the following BB:DeviceDefinition: Virtualization, BB:DeviceDefinition: Cloud
and when an event matches any of the following BB:CategoryDefinition: Virtual Machine Created
and when at least 200 events are seen with the same Username in 30 minutes",,Virtualization,Abnormal Number of Virtual Machines Created
Gestion de Usuarios y/o Grupos de Directorio Activo,Reports when a Group is created in the Active Directory,,,Authentication / Compliance,Active Directory Group Created
Conexiones Anómalas a Bases de Datos,Responds when there are multiple database failures followed by a success within a short period of time.,"Apply Multiple Database Failures Followed by Success on events which are detected by the Local system
and when an event matches any of the following BB:HostDefinition: Database Servers, BB:HostReference: Database Servers
and when at least 50 of these BB:Database: System Action Deny, in any order, with the same source IP followed by at least 1 of these BB:Database: System Action Allow in any order with the same IP from the previous source, within 5 minutes",Integridad de Datos,Compliance,Multiple Database Failures Followed by Success
Gestion de Usuarios y/o Grupos de Directorio Activo,Reports when a Group is deleted from the Active Directory,,,Authentication / Compliance,Active Directory Group Deleted
Gestion de Usuarios y/o Grupos de Directorio Activo,Reports when an Audit Policy was changed,,,Compliance,Active Directory Policy Changed
Gestion y/o Acceso  a Plataformas,,,,,Administrative Share Accessed
Gestion y/o Acceso  a Plataformas,,,,,Administrative Share Accessed from a Compromised Host
Possible DNS connection or Unauthorized DNS server,,,,,Anomaly amount traffic DNS from unique host
Reconocimiento y/o Vulnerabilidades,This rule will fire when connections seemed to be bridged across the network's DMZ.,,,Post-Intrusion Activity,Anomaly: DMZ Jumping
Reconocimiento y/o Vulnerabilidades,Reports excessive Firewall Accepts across multiple hosts. More than 100 events were detected across at least 100 unique destination IP addresses in 5 minutes.,"Apply Anomaly: Excessive Firewall Accepts Across Multiple Hosts on events which are detected by the Local system
and NOT when an event matches any of the following BB:HostDefinition: Servers
and when any of these BB:CategoryDefinition: Firewall or ACL Accept, BB:DeviceDefinition: FW / Router / Switch with the same source IP more than 100 times, across more than 100 destination IP within 5 minutes",,Anomaly,Anomaly: Excessive Firewall Accepts Across Multiple Hosts
Reconocimiento y/o Vulnerabilidades,Reports excessive Firewall Accepts to the same destination from at least 100 unique source IP addresses in 5 minutes. ,,,Anomaly,Anomaly: Excessive Firewall Accepts From Multiple Sources to a Single Destination
Trafico sospechoso desde IP origen peligrosas,,,,,ARCO: Drop Events Rule
Trafico sospechoso desde IP origen peligrosas,,,,,ARCO: FW Permit
Trafico sospechoso desde IP origen peligrosas,,,,,ARCO: FW Permit Events Rule
