,ID,Assigned User,Title,Time,Tags,Products,Incident,Suspicious,Important,Ports,Outcomes,Status,Environment,Priority,Stage,Ticket IDs,Closing Time,Sources,Reason,Root Cause,Alerts Count
526,2232473,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-17 13:50:52 UTC-05,,FW,False,False,False,53,4002,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Assessment,"276452_GyF: Posibles conexiones a servidores DNS no autorizados_1669060544789_1669060668380,276452_GyF: Posibles conexiones a servidores DNS no autorizados_1668783500463_1668783635469,276452_GyF: Posibles conexiones a servidores DNS no autorizados_1668712029579_1668712063348,276452_GyF: Posibles conexiones a servidores DNS no autorizados_1668707410703_1668707751843",,,,,4
527,2229217,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-08 08:19:48 UTC-05,,FW,False,False,False,53,4002,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Assessment,273749_GyF: Posibles conexiones a servidores DNS no autorizados_1667910401453_1667910408034,,,,,1
528,2233350,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-19 23:01:15 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Research,277151_GyF: User login VPN success in a non-working hours (After)_1668914092170_1668914947517,,,,,1
529,2228377,securityanalyst1,Microsoft Office 365,2022-11-04 15:38:47 UTC-05,"Recon,Authentication",Login,False,False,False,0,3116,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Low,Research,272988_GyF: Multiple Login Failures for single Username Office 365_1667581625415_1667581722419,,,,,1
530,2232740,securityanalyst1,Microsoft Office 365,2022-11-18 08:59:17 UTC-05,"Recon,Authentication",Login,False,False,False,0,3116,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Low,Research,276658_GyF: Multiple Login Failures for single Username Office 365_1668777316131_1668777501255,,,,,1
531,2232051,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-16 09:55:13 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Research,276038_GyF: VPN User Login Success Foreign Country_1668597240282_1668606086448,,,,,1
532,2231999,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-16 06:15:49 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Assessment,"276032_GyF: User login VPN success in a non-working hours (Before)_1668766576804_1668766580696,276032_GyF: User login VPN success in a non-working hours (Before)_1668593771569_1668593771594",,,,,2
533,2230123,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-10 11:36:38 UTC-05,,FW,False,False,False,53,4002,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Assessment,274728_GyF: Posibles conexiones a servidores DNS no autorizados_1668085609821_1668088718248,,,,,1
534,2233645,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-20 19:40:44 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Research,277368_GyF: User Login VPN success in a non-working hours (weekend)_1668988380310_1668988380857,,,,,1
535,2232747,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-18 09:18:44 UTC-05,,FW,False,False,False,53,4002,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Assessment,"276666_GyF: Posibles conexiones a servidores DNS no autorizados_1668798002873_1668808742565,276666_GyF: Posibles conexiones a servidores DNS no autorizados_1668785750558_1668785782969,276666_GyF: Posibles conexiones a servidores DNS no autorizados_1668778903228_1668778954927",,,,,3
536,2232380,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-17 09:00:14 UTC-05,,FW,False,False,False,53,4002,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Assessment,"276357_GyF: Posibles conexiones a servidores DNS no autorizados_1669037792923_1669037824566,276357_GyF: Posibles conexiones a servidores DNS no autorizados_1668690196119_1668690297697",,,,,2
537,2233440,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-20 06:21:12 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Assessment,"277204_GyF: User Login VPN success in a non-working hours (weekend)_1669000124063_1669000133182,277204_GyF: User Login VPN success in a non-working hours (weekend)_1668941048299_1668941056149",,,,,2
538,2227016,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-01 23:00:54 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Assessment,"271762_GyF: User login VPN success in a non-working hours (After)_1668655218053_1668655218053,271762_GyF: User login VPN success in a non-working hours (Before)_1668245977656_1668245980267,271762_GyF: User login VPN success in a non-working hours (After)_1668226019791_1668226022607,271762_GyF: User login VPN success in a non-working hours (After)_1668055581890_1668055581890,271762_GyF: User login VPN success in a non-working hours (Before)_1667892891580_1667892891987,271762_GyF: User login VPN success in a non-working hours (After)_1667623690895_1667623692245,271762_GyF: User login VPN success in a non-working hours (After)_1667444829763_1667444830550,271762_GyF: User login VPN success in a non-working hours (After)_1667359376507_1667359376508",,,,,8
539,2232733,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-18 08:39:09 UTC-05,,FW,False,False,False,53,4002,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Assessment,276653_GyF: Posibles conexiones a servidores DNS no autorizados_1668776948083_1668776997708,,,,,1
540,2233567,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-20 14:30:09 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Research,277309_GyF: User Login VPN success in a non-working hours (weekend)_1668967312158_1668967941918,,,,,1
541,2229921,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-10 01:25:48 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Research,274569_GyF: User login VPN success in a non-working hours (After)_1668054880472_1668054883286,,,,,1
542,2231916,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-15 23:55:31 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Research,275976_GyF: User login VPN success in a non-working hours (After)_1668567847210_1668567848698,,,,,1
543,2229692,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-09 10:00:12 UTC-05,,FW,False,False,False,53,4002,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Assessment,"274328_GyF: Posibles conexiones a servidores DNS no autorizados_1668006899905_1668083956156,274328_GyF: Posibles conexiones a servidores DNS no autorizados_1668006808393_1668006904410,274328_GyF: Posibles conexiones a servidores DNS no autorizados_1667998606151_1667998613290",,,,,3
544,2231027,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-13 12:59:13 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Research,275426_GyF: User Login VPN success in a non-working hours (weekend)_1668355254474_1668358386090,,,,,1
545,2228737,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-06 00:39:57 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Research,273356_GyF: User login VPN success in a non-working hours (After)_1667710738313_1667710749313,,,,,1
546,2227509,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-03 09:28:44 UTC-05,,FW,False,False,False,53,4002,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Assessment,"272175_GyF: Posibles conexiones a servidores DNS no autorizados_1667510507741_1667510539608,272175_GyF: Posibles conexiones a servidores DNS no autorizados_1667498064805_1667499443127,272175_GyF: Posibles conexiones a servidores DNS no autorizados_1667491136451_1667491168193,272175_GyF: Posibles conexiones a servidores DNS no autorizados_1667481645576_1667482314772",,,,,4
547,2228853,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-06 15:19:46 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Research,273452_GyF: User Login VPN success in a non-working hours (weekend)_1667762809137_1667762809539,,,,,1
548,2227349,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-02 23:00:51 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Research,272033_GyF: User login VPN success in a non-working hours (After)_1667444867419_1667444868599,,,,,1
549,2233586,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-20 15:40:51 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Research,277327_GyF: User Login VPN success in a non-working hours (weekend)_1668972617797_1668972944110,,,,,1
550,2233680,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-20 22:40:28 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Research,277392_GyF: User Login VPN success in a non-working hours (weekend)_1668998725264_1668998728504,,,,,1
551,2226841,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-01 09:01:14 UTC-05,,FW,False,False,False,53,4002,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Assessment,271622_GyF: Posibles conexiones a servidores DNS no autorizados_1667308905884_1667309037357,,,,,1
552,2233469,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-20 09:11:09 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Research,277230_GyF: User Login VPN success in a non-working hours (weekend)_1668951178346_1668951181425,,,,,1
553,2229281,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-08 11:00:37 UTC-05,,FW,False,False,False,53,4002,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Assessment,"273806_GyF: Posibles conexiones a servidores DNS no autorizados_1667916287115_1667940742100,273806_GyF: Posibles conexiones a servidores DNS no autorizados_1667916287115_1667917797915",,,,,2
554,2232129,securityanalyst1,Microsoft Windows Security Event Log,2022-11-16 14:05:27 UTC-05,"Recon,Intrusion Detection,Authentication","Login,SAP",False,False,False,0,"31,163,005",Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Medium,Research,276119_Multiple Login Failures From the Same Source with any Username_1668614921639_1668619993373,,,,,1
555,2232145,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-16 15:25:13 UTC-05,,FW,False,False,False,53,4002,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Assessment,"276158_GyF: Posibles conexiones a servidores DNS no autorizados_1668717299310_1668717352585,276158_GyF: Posibles conexiones a servidores DNS no autorizados_1668624852103_1668624881572",,,,,2
556,2232990,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-18 23:50:21 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Research,276859_GyF: User login VPN success in a non-working hours (After)_1668830001246_1668830001246,,,,,1
557,2228548,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-05 00:48:57 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Research,273173_GyF: User login VPN success in a non-working hours (After)_1667617289680_1667617290300,,,,,1
558,2232837,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-18 14:19:25 UTC-05,,FW,False,False,False,53,4002,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Assessment,276755_GyF: Posibles conexiones a servidores DNS no autorizados_1668796866390_1668796898280,,,,,1
559,2230974,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-13 09:29:14 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Research,275396_GyF: User Login VPN success in a non-working hours (weekend)_1668346689891_1668346691411,,,,,1
560,2230255,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-10 19:55:46 UTC-05,,FW,False,False,False,53,4002,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Low,Assessment,274845_GyF: Posibles conexiones a servidores DNS no autorizados_1668117294490_1668117298360,,,,,1
561,2228762,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-06 04:50:29 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Assessment,"273375_GyF: User Login VPN success in a non-working hours (weekend)_1667786310163_1667788117811,273375_GyF: User Login VPN success in a non-working hours (weekend)_1667762178092_1667762179307,273375_GyF: User Login VPN success in a non-working hours (weekend)_1667729447939_1667729449286,273375_GyF: User Login VPN success in a non-working hours (weekend)_1667726814225_1667726814966",,,,,4
562,2233548,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-20 12:50:32 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Research,277293_GyF: User Login VPN success in a non-working hours (weekend)_1668962403016_1668962404464,,,,,1
563,2232533,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-17 18:09:25 UTC-05,,FW,False,False,False,53,4002,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Assessment,276507_GyF: Posibles conexiones a servidores DNS no autorizados_1668722565895_1668722571950,,,,,1
564,2229893,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-09 23:46:26 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Research,274543_GyF: User login VPN success in a non-working hours (After)_1668049285515_1668049286842,,,,,1
565,2230960,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-13 08:30:06 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Research,275383_GyF: User Login VPN success in a non-working hours (weekend)_1668344154701_1668344163983,,,,,1
566,2228245,securityanalyst1,Microsoft Office 365,2022-11-04 12:49:04 UTC-05,"Recon,Authentication",Login,False,False,False,0,3116,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Low,Research,272891_GyF: Multiple Login Failures for single Username Office 365_1667581403235_1667581420239,,,,,1
567,2233580,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-20 15:00:19 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Research,277322_GyF: User Login VPN success in a non-working hours (weekend)_1668970044857_1668970046269,,,,,1
568,2228559,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-05 01:28:50 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Research,273186_GyF: User login VPN success in a non-working hours (After)_1667619197478_1667619201725,,,,,1
569,2228812,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-06 12:00:03 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Research,273419_GyF: User Login VPN success in a non-working hours (weekend)_1667751250368_1667751252809,,,,,1
570,2230104,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-10 10:45:59 UTC-05,,FW,False,False,False,53,4002,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Assessment,274723_GyF: Posibles conexiones a servidores DNS no autorizados_1668085250075_1668085257226,,,,,1
571,2232597,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-17 23:14:14 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Assessment,"276550_GyF: User login VPN success in a non-working hours (Before)_1669372051357_1669372051959,276550_GyF: User login VPN success in a non-working hours (After)_1669263750116_1669263750890,276550_GyF: User login VPN success in a non-working hours (After)_1669087755739_1669087756220,276550_GyF: User login VPN success in a non-working hours (After)_1668741370230_1668741370230",,,,,4
572,2230433,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-11 10:26:28 UTC-05,,FW,False,False,False,53,4002,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Assessment,"274988_GyF: Posibles conexiones a servidores DNS no autorizados_1668601604363_1668601611035,274988_GyF: Posibles conexiones a servidores DNS no autorizados_1668170838568_1668170845001",,,,,2
573,2231011,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-13 11:48:59 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Assessment,"275423_GyF: User Login VPN success in a non-working hours (weekend)_1668397265075_1668397267159,275423_GyF: User Login VPN success in a non-working hours (weekend)_1668353972018_1668353972577",,,,,2
574,2230105,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-10 10:46:07 UTC-05,,FW,False,False,False,53,4002,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Assessment,274724_GyF: Posibles conexiones a servidores DNS no autorizados_1668085278848_1668085279702,,,,,1
575,2232156,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-16 15:55:39 UTC-05,,FW,False,False,False,53,4002,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Assessment,"276171_GyF: Posibles conexiones a servidores DNS no autorizados_1669042176822_1669070041836,276171_GyF: Posibles conexiones a servidores DNS no autorizados_1669042176822_1669042271878,276171_GyF: Posibles conexiones a servidores DNS no autorizados_1668632201136_1668632205014,276171_GyF: Posibles conexiones a servidores DNS no autorizados_1668626800254_1668626804187",,,,,4
576,2229581,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-09 01:40:12 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Research,274220_GyF: User login VPN success in a non-working hours (After)_1667965387549_1667965392859,,,,,1
577,2228819,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-06 13:10:47 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Research,273425_GyF: User Login VPN success in a non-working hours (weekend)_1667755801525_1667755806438,,,,,1
578,2231607,Admin,Fortinet FortiGate Security Gateway,2022-11-15 05:41:07 UTC-05,,FW,False,False,False,500,18157,Closed,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Assessment,"272032_GyF: User login VPN success in a non-working hours (After)_1668742192155_1668747591730,272032_GyF: User login VPN success in a non-working hours (Before)_1668749392107_1668769193772,272032_GyF: User login VPN success in a non-working hours (Before)_1668677361472_1668682761609,272032_GyF: User login VPN success in a non-working hours (After)_1668655761198_1668661161321,272032_GyF: User login VPN success in a non-working hours (Before)_1668662961287_1668675561875,272032_GyF: User login VPN success in a non-working hours (After)_1668567862817_1668573262621,272032_GyF: User login VPN success in a non-working hours (Before)_1668575062611_1668594863343,272032_GyF: User login VPN success in a non-working hours (Before)_1668509034373_1668509034373,272032_GyF: User login VPN success in a non-working hours (After)_1668482033743_1668487434392,272032_GyF: User login VPN success in a non-working hours (Before)_1668489233915_1668507234729",2022-11-18 12:05:56 UTC-05,,NotMalicious,Unknown,10
579,2228064,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-04 00:09:30 UTC-05,,FW,False,False,False,500,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Research,272697_GyF: User login VPN success in a non-working hours (After)_1667536169358_1667536169358,,,,,1
580,2232746,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-18 09:18:41 UTC-05,,FW,False,False,False,53,4002,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Assessment,276663_GyF: Posibles conexiones a servidores DNS no autorizados_1668778473817_1668778480296,,,,,1
581,2228782,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-06 08:30:44 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Research,273396_GyF: User Login VPN success in a non-working hours (weekend)_1667739585653_1667739586224,,,,,1
582,2228396,securityanalyst1,Microsoft Office 365,2022-11-04 15:58:56 UTC-05,"Recon,Authentication",Login,False,False,False,0,3116,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Low,Research,272992_GyF: Multiple Login Failures for single Username Office 365_1667581635369_1667581774447,,,,,1
583,2229241,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-08 09:20:16 UTC-05,,FW,False,False,False,53,4002,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Assessment,"273775_GyF: Posibles conexiones a servidores DNS no autorizados_1668085561110_1668085753078,273775_GyF: Posibles conexiones a servidores DNS no autorizados_1667913325630_1667913389781",,,,,2
584,2228079,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-04 00:38:33 UTC-05,,FW,False,False,False,500,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Research,272710_GyF: User login VPN success in a non-working hours (After)_1667537244441_1667537244441,,,,,1
585,2228398,securityanalyst1,Microsoft Office 365,2022-11-04 15:59:10 UTC-05,"Recon,Authentication",Login,False,False,False,0,3116,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Low,Research,272995_GyF: Multiple Login Failures for single Username Office 365_1667581614345_1667581774447,,,,,1
586,2231713,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-15 10:54:50 UTC-05,,FW,False,False,False,53,4002,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Assessment,"275806_GyF: Posibles conexiones a servidores DNS no autorizados_1668719634078_1668719667890,275806_GyF: Posibles conexiones a servidores DNS no autorizados_1668715761037_1668715794974,275806_GyF: Posibles conexiones a servidores DNS no autorizados_1668698466040_1668698500064,275806_GyF: Posibles conexiones a servidores DNS no autorizados_1668644431661_1668644464840,275806_GyF: Posibles conexiones a servidores DNS no autorizados_1668621357125_1668621391019,275806_GyF: Posibles conexiones a servidores DNS no autorizados_1668611091072_1668612338875,275806_GyF: Posibles conexiones a servidores DNS no autorizados_1668604156979_1668604191040,275806_GyF: Posibles conexiones a servidores DNS no autorizados_1668521446920_1668522292613",,,,,8
587,2229292,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-08 11:40:34 UTC-05,,FW,False,False,False,53,4002,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Assessment,"273824_GyF: Posibles conexiones a servidores DNS no autorizados_1668085517672_1668085524084,273824_GyF: Posibles conexiones a servidores DNS no autorizados_1667919891381_1667919944669",,,,,2
588,2233606,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-20 17:00:42 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Research,277339_GyF: User Login VPN success in a non-working hours (weekend)_1668977608117_1668977609149,,,,,1
589,2227171,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-02 10:20:31 UTC-05,,FW,False,False,False,53,4002,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Assessment,271906_GyF: Posibles conexiones a servidores DNS no autorizados_1667398110876_1667398115896,,,,,1
590,2227165,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-02 10:10:28 UTC-05,,FW,False,False,False,53,4002,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Assessment,"271902_GyF: Posibles conexiones a servidores DNS no autorizados_1667415517986_1667415551751,271902_GyF: Posibles conexiones a servidores DNS no autorizados_1667409725463_1667409759742,271902_GyF: Posibles conexiones a servidores DNS no autorizados_1667397682626_1667397717004",,,,,3
591,2229757,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-09 13:40:06 UTC-05,,FW,False,False,False,53,4002,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Assessment,274361_GyF: Posibles conexiones a servidores DNS no autorizados_1668002241367_1668015809535,,,,,1
592,2228087,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-04 00:48:48 UTC-05,,FW,False,False,False,500,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Assessment,"272718_GyF: User login VPN success in a non-working hours (Before)_1667975930877_1667975930877,272718_GyF: User login VPN success in a non-working hours (Before)_1667538508747_1667538508747",,,,,2
593,2233579,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-20 15:00:16 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Research,277296_GyF: User Login VPN success in a non-working hours (weekend)_1668964803170_1668969978190,,,,,1
594,2232070,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-16 11:05:45 UTC-05,,FW,False,False,False,53,4002,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Assessment,276078_GyF: Posibles conexiones a servidores DNS no autorizados_1668605388313_1668609918834,,,,,1
595,2232239,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-16 23:40:29 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Research,276240_GyF: User login VPN success in a non-working hours (After)_1668654218992_1668654715419,,,,,1
596,2228565,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-05 01:59:05 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Research,273190_GyF: User login VPN success in a non-working hours (After)_1667620893597_1667620897790,,,,,1
597,2228032,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-03 23:09:04 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Research,272668_GyF: User login VPN success in a non-working hours (After)_1667531514281_1667531518946,,,,,1
598,2231004,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-13 11:09:10 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Research,275418_GyF: User Login VPN success in a non-working hours (weekend)_1668351741563_1668351742053,,,,,1
599,2228855,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-06 15:29:25 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Research,273453_GyF: User Login VPN success in a non-working hours (weekend)_1667763092903_1667763093678,,,,,1
600,2228731,securityanalyst1,Fortinet FortiGate Security Gateway,2022-11-05 23:40:20 UTC-05,,FW,False,False,False,0,18157,Open,GIROS Y FINANZAS COMPANIA DE FINANCIAMIENTO SA,Informative,Assessment,"273350_GyF: User login VPN success in a non-working hours (Before)_1668164075698_1668164078397,273350_GyF: User login VPN success in a non-working hours (Before)_1668077712234_1668077722092,273350_GyF: User login VPN success in a non-working hours (Before)_1667991259644_1667991260098,273350_GyF: User login VPN success in a non-working hours (Before)_1667904901673_1667904903207,273350_GyF: User login VPN success in a non-working hours (After)_1667707254434_1667707261043",,,,,5
